<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.18	09:57:00	129990	130000	129960	129985	5319	17176	5
2024.07.18	09:58:00	129980	130000	129960	129980	7961	27799	5
2024.07.18	09:59:00	129980	129985	129935	129965	14522	58083	5
2024.07.18	10:00:00	129965	129985	129910	129955	17491	58050	5
2024.07.18	10:01:00	129960	130000	129900	129915	17407	59191	5
2024.07.18	10:02:00	129915	129975	129900	129955	13189	51173	5
2024.07.18	10:03:00	129955	129975	129920	129945	6955	22165	5
2024.07.18	10:04:00	129950	129960	129865	129880	16933	61632	5
2024.07.18	10:05:00	129880	129920	129855	129915	16073	55583	5
2024.07.18	10:06:00	129915	129940	129890	129910	9387	32757	5
2024.07.18	10:07:00	129910	129960	129880	129895	13934	50284	5
2024.07.18	10:08:00	129895	129925	129840	129920	17828	63384	5
2024.07.18	10:09:00	129920	129990	129905	129960	18581	59856	5
2024.07.18	10:10:00	129965	130030	129950	130005	23151	72351	5
2024.07.18	10:11:00	130000	130020	129965	129990	9094	29020	5
2024.07.18	10:12:00	129990	130030	129960	130010	11142	34506	5
2024.07.18	10:13:00	130010	130050	130005	130025	13671	43641	5
2024.07.18	10:14:00	130025	130060	130000	130040	10143	33846	5
2024.07.18	10:15:00	130035	130060	130010	130055	8202	28260	5
2024.07.18	10:16:00	130055	130110	130040	130095	17433	63875	5
2024.07.18	10:17:00	130095	130105	130025	130030	12039	40176	5
2024.07.18	10:18:00	130030	130035	129860	129885	36515	121492	5
2024.07.18	10:19:00	129890	129890	129820	129835	21589	75051	5
2024.07.18	10:20:00	129835	129860	129760	129790	25801	87582	5
2024.07.18	10:21:00	129790	129810	129725	129735	20161	64986	5
2024.07.18	10:22:00	129735	129795	129725	129740	16416	52225	5
2024.07.18	10:23:00	129740	129750	129645	129715	39303	153913	5
2024.07.18	10:24:00	129720	129760	129680	129745	16945	57593	5
2024.07.18	10:25:00	129745	129820	129745	129785	20437	69383	5
2024.07.18	10:26:00	129785	129795	129605	129605	34600	120360	5
2024.07.18	10:27:00	129605	129655	129585	129625	17100	57332	5
2024.07.18	10:28:00	129625	129660	129605	129630	10183	34064	5
2024.07.18	10:29:00	129625	129660	129580	129625	13241	48483	5
2024.07.18	10:30:00	129620	129700	129595	129615	25760	84829	5
2024.07.18	10:31:00	129615	129635	129530	129565	27645	95398	5
2024.07.18	10:32:00	129570	129590	129485	129495	25926	94444	5
2024.07.18	10:33:00	129500	129590	129485	129565	17327	61287	5
2024.07.18	10:34:00	129570	129625	129540	129585	17393	55525	5
2024.07.18	10:35:00	129585	129655	129515	129630	24099	77186	5
2024.07.18	10:36:00	129635	129695	129615	129685	15098	48855	5
2024.07.18	10:37:00	129680	129735	129655	129670	20493	70082	5
2024.07.18	10:38:00	129665	129710	129660	129680	8814	28660	5
2024.07.18	10:39:00	129675	129730	129625	129720	13853	45567	5
2024.07.18	10:40:00	129720	129785	129715	129785	18153	65436	5
2024.07.18	10:41:00	129785	129795	129635	129650	23687	86090	5
2024.07.18	10:42:00	129650	129690	129630	129660	12936	43782	5
2024.07.18	10:43:00	129665	129740	129645	129690	13575	46290	5
2024.07.18	10:44:00	129685	129740	129670	129680	9310	30890	5
2024.07.18	10:45:00	129680	129760	129665	129760	11081	38083	5
2024.07.18	10:46:00	129760	129775	129710	129745	10599	37230	5
2024.07.18	10:47:00	129745	129800	129710	129790	13000	45948	5
2024.07.18	10:48:00	129795	129825	129755	129755	18694	69910	5
2024.07.18	10:49:00	129760	129760	129700	129705	13498	46772	5
2024.07.18	10:50:00	129705	129745	129665	129735	16301	56664	5
2024.07.18	10:51:00	129730	129755	129695	129720	8546	29910	5
2024.07.18	10:52:00	129715	129720	129625	129665	18539	60175	5
2024.07.18	10:53:00	129665	129665	129580	129595	17421	59727	5
2024.07.18	10:54:00	129600	129650	129580	129640	13484	42647	5
2024.07.18	10:55:00	129635	129655	129625	129645	8268	25529	5
2024.07.18	10:56:00	129645	129655	129545	129565	15968	57749	5
2024.07.18	10:57:00	129565	129580	129525	129560	11021	35873	5
2024.07.18	10:58:00	129560	129615	129560	129610	10324	34766	5
2024.07.18	10:59:00	129615	129625	129575	129610	8289	24571	5
2024.07.18	11:00:00	129610	129655	129540	129560	16231	55298	5
2024.07.18	11:01:00	129565	129660	129560	129645	15106	49310	5
2024.07.18	11:02:00	129640	129685	129565	129590	17796	58377	5
2024.07.18	11:03:00	129590	129600	129540	129545	10822	37030	5
2024.07.18	11:04:00	129540	129580	129505	129515	14617	48334	5
2024.07.18	11:05:00	129515	129575	129505	129550	10736	39217	5
2024.07.18	11:06:00	129550	129585	129525	129585	9541	29529	5
2024.07.18	11:07:00	129580	129585	129460	129500	25247	94307	5
2024.07.18	11:08:00	129500	129515	129420	129430	18698	65876	5
2024.07.18	11:09:00	129430	129430	129365	129425	24397	101166	5
2024.07.18	11:10:00	129425	129435	129340	129365	20309	78115	5
2024.07.18	11:11:00	129365	129370	129320	129350	12318	45934	5
2024.07.18	11:12:00	129345	129405	129330	129400	13701	49384	5
2024.07.18	11:13:00	129400	129445	129390	129430	16970	53057	5
2024.07.18	11:14:00	129425	129455	129415	129445	9674	33972	5
2024.07.18	11:15:00	129450	129525	129445	129510	19725	68764	5
2024.07.18	11:16:00	129505	129515	129470	129500	8959	31712	5
2024.07.18	11:17:00	129500	129505	129440	129455	10139	38316	5
2024.07.18	11:18:00	129455	129470	129385	129390	11103	40992	5
2024.07.18	11:19:00	129395	129420	129370	129385	9646	33458	5
2024.07.18	11:20:00	129385	129425	129370	129395	9281	33456	5
2024.07.18	11:21:00	129390	129440	129385	129425	7347	26237	5
2024.07.18	11:22:00	129425	129445	129400	129430	6040	23055	5
2024.07.18	11:23:00	129435	129445	129410	129420	4335	14597	5
2024.07.18	11:24:00	129420	129445	129370	129380	7364	33096	5
2024.07.18	11:25:00	129375	129435	129360	129430	9934	36899	5
2024.07.18	11:26:00	129430	129445	129400	129400	6392	25444	5
2024.07.18	11:27:00	129405	129420	129355	129365	8555	29902	5
2024.07.18	11:28:00	129365	129395	129345	129355	10380	38773	5
2024.07.18	11:29:00	129360	129360	129275	129290	24657	99134	5
2024.07.18	11:30:00	129285	129285	129245	129260	17816	73069	5
2024.07.18	11:31:00	129260	129300	129235	129265	13173	53445	5
2024.07.18	11:32:00	129270	129305	129235	129280	10555	39657	5
2024.07.18	11:33:00	129285	129420	129270	129405	22900	84822	5
2024.07.18	11:34:00	129410	129445	129400	129410	13396	54783	5
2024.07.18	11:35:00	129410	129470	129400	129420	13170	50485	5
2024.07.18	11:36:00	129420	129480	129415	129430	9644	36384	5
2024.07.18	11:37:00	129430	129490	129420	129460	8125	29179	5
2024.07.18	11:38:00	129460	129470	129355	129360	14735	58495	5
2024.07.18	11:39:00	129360	129380	129335	129365	11048	44228	5
2024.07.18	11:40:00	129365	129405	129325	129355	12811	51981	5
2024.07.18	11:41:00	129360	129360	129295	129320	13458	46829	5
2024.07.18	11:42:00	129320	129345	129295	129305	6944	22472	5
2024.07.18	11:43:00	129305	129310	129220	129240	18100	65710	5
2024.07.18	11:44:00	129245	129285	129225	129275	11077	43220	5
2024.07.18	11:45:00	129275	129320	129250	129315	12460	46633	5
2024.07.18	11:46:00	129315	129330	129225	129225	12877	47313	5
2024.07.18	11:47:00	129230	129230	129150	129160	26059	101695	5
2024.07.18	11:48:00	129160	129215	129145	129195	13290	50704	5
2024.07.18	11:49:00	129190	129265	129190	129255	11856	43845	5
2024.07.18	11:50:00	129255	129270	129195	129235	10577	38772	5
2024.07.18	11:51:00	129240	129275	129220	129230	7729	27188	5
2024.07.18	11:52:00	129230	129235	129180	129210	9778	33544	5
2024.07.18	11:53:00	129205	129280	129200	129270	9230	32347	5
2024.07.18	11:54:00	129265	129280	129230	129275	9574	34665	5
2024.07.18	11:55:00	129270	129280	129230	129230	6326	23159	5
2024.07.18	11:56:00	129235	129235	129190	129225	7454	25695	5
2024.07.18	11:57:00	129225	129235	129160	129195	11238	38847	5
2024.07.18	11:58:00	129195	129195	129155	129180	7274	27196	5
2024.07.18	11:59:00	129180	129215	129160	129210	7193	26704	5
2024.07.18	12:00:00	129205	129260	129190	129250	9867	33174	5
2024.07.18	12:01:00	129255	129290	129215	129280	10436	39420	5
2024.07.18	12:02:00	129285	129310	129260	129290	9559	36865	5
2024.07.18	12:03:00	129290	129295	129215	129220	8396	30696	5
2024.07.18	12:04:00	129220	129225	129165	129185	10159	40208	5
2024.07.18	12:05:00	129180	129230	129180	129205	6484	22329	5
2024.07.18	12:06:00	129205	129210	129105	129150	18662	73025	5
2024.07.18	12:07:00	129150	129155	129100	129110	9404	34966	5
2024.07.18	12:08:00	129110	129140	129105	129140	5505	18124	5
2024.07.18	12:09:00	129135	129150	129090	129125	7113	25070	5
2024.07.18	12:10:00	129125	129140	129090	129130	7402	25875	5
2024.07.18	12:11:00	129130	129185	129120	129185	10636	39819	5
2024.07.18	12:12:00	129185	129185	129135	129145	5167	20547	5
2024.07.18	12:13:00	129150	129175	129125	129160	5878	21201	5
2024.07.18	12:14:00	129160	129165	129140	129160	3638	12383	5
2024.07.18	12:15:00	129160	129195	129140	129170	8376	29185	5
2024.07.18	12:16:00	129170	129180	129110	129135	6201	23158	5
2024.07.18	12:17:00	129135	129200	129115	129200	8336	31859	5
2024.07.18	12:18:00	129200	129225	129185	129210	8692	33404	5
2024.07.18	12:19:00	129210	129250	129205	129230	7330	28347	5
2024.07.18	12:20:00	129235	129250	129195	129245	7516	30765	5
2024.07.18	12:21:00	129245	129245	129145	129150	9775	37682	5
2024.07.18	12:22:00	129150	129200	129135	129195	7874	31469	5
2024.07.18	12:23:00	129200	129200	129135	129180	6443	24607	5
2024.07.18	12:24:00	129175	129190	129160	129165	3448	13373	5
2024.07.18	12:25:00	129160	129195	129155	129175	3700	13230	5
2024.07.18	12:26:00	129170	129190	129130	129140	5676	25794	5
2024.07.18	12:27:00	129140	129170	129115	129165	5879	23192	5
2024.07.18	12:28:00	129160	129180	129105	129110	7257	30273	5
2024.07.18	12:29:00	129110	129150	129110	129130	3889	14490	5
2024.07.18	12:30:00	129130	129155	129105	129155	5959	21699	5
2024.07.18	12:31:00	129150	129160	129090	129115	6991	26986	5
2024.07.18	12:32:00	129115	129130	129095	129110	3449	13106	5
2024.07.18	12:33:00	129105	129125	129090	129110	4080	15342	5
2024.07.18	12:34:00	129105	129130	129065	129065	6739	24415	5
2024.07.18	12:35:00	129065	129095	129050	129055	12505	53062	5
2024.07.18	12:36:00	129055	129085	129045	129080	7073	28943	5
2024.07.18	12:37:00	129085	129095	129060	129065	4778	18467	5
2024.07.18	12:38:00	129065	129080	129045	129070	5010	20414	5
2024.07.18	12:39:00	129065	129075	129040	129065	5093	19833	5
2024.07.18	12:40:00	129060	129095	129060	129080	5664	22686	5
2024.07.18	12:41:00	129085	129100	129045	129100	5893	26514	5
2024.07.18	12:42:00	129095	129140	129080	129130	10125	36931	5
2024.07.18	12:43:00	129135	129145	129115	129115	5012	18964	5
2024.07.18	12:44:00	129115	129135	129105	129130	4137	12947	5
2024.07.18	12:45:00	129130	129170	129130	129145	8228	28907	5
2024.07.18	12:46:00	129150	129165	129125	129145	5311	21562	5
2024.07.18	12:47:00	129140	129145	129105	129130	5149	19668	5
2024.07.18	12:48:00	129125	129130	129085	129095	5604	20559	5
2024.07.18	12:49:00	129100	129105	129070	129085	5383	18577	5
2024.07.18	12:50:00	129090	129115	129075	129100	3819	12810	5
2024.07.18	12:51:00	129095	129135	129085	129125	4732	18307	5
2024.07.18	12:52:00	129125	129135	129095	129100	3206	10589	5
2024.07.18	12:53:00	129100	129140	129090	129130	4289	15209	5
2024.07.18	12:54:00	129130	129165	129130	129150	4529	17295	5
2024.07.18	12:55:00	129155	129165	129125	129130	3569	12763	5
2024.07.18	12:56:00	129135	129150	129100	129135	5487	18856	5
2024.07.18	12:57:00	129140	129155	129115	129115	3452	10255	5
2024.07.18	12:58:00	129115	129155	129115	129155	3001	10321	5
2024.07.18	12:59:00	129155	129170	129130	129145	3986	12145	5
2024.07.18	13:00:00	129140	129160	129125	129140	3026	9700	5
2024.07.18	13:01:00	129145	129145	129120	129130	2356	7651	5
2024.07.18	13:02:00	129135	129150	129120	129140	2210	8572	5
2024.07.18	13:03:00	129145	129160	129125	129160	2794	8294	5
2024.07.18	13:04:00	129155	129185	129155	129170	6629	23150	5
2024.07.18	13:05:00	129170	129180	129150	129170	3972	22645	5
2024.07.18	13:06:00	129170	129190	129160	129190	4223	14288	5
2024.07.18	13:07:00	129185	129205	129165	129200	5375	26755	5
2024.07.18	13:08:00	129205	129205	129170	129185	4432	17013	5
2024.07.18	13:09:00	129180	129190	129155	129180	4115	17001	5
2024.07.18	13:10:00	129180	129190	129155	129160	2864	9625	5
2024.07.18	13:11:00	129165	129185	129150	129170	3596	11232	5
2024.07.18	13:12:00	129170	129175	129125	129130	6592	23548	5
2024.07.18	13:13:00	129135	129135	129110	129115	5534	20444	5
2024.07.18	13:14:00	129115	129140	129105	129140	3824	13016	5
2024.07.18	13:15:00	129140	129145	129095	129100	6407	22803	5
2024.07.18	13:16:00	129095	129105	129025	129045	15332	63745	5
2024.07.18	13:17:00	129040	129055	129015	129030	10887	43518	5
2024.07.18	13:18:00	129035	129050	129015	129045	6026	23849	5
2024.07.18	13:19:00	129045	129050	129010	129035	5331	19911	5
2024.07.18	13:20:00	129035	129035	128935	128955	20896	84594	5
2024.07.18	13:21:00	128955	128975	128935	128960	10059	40202	5
2024.07.18	13:22:00	128960	128985	128935	128935	7283	28314	5
2024.07.18	13:23:00	128940	128945	128865	128885	20246	91981	5
2024.07.18	13:24:00	128885	128920	128875	128915	7624	31566	5
2024.07.18	13:25:00	128920	128925	128880	128905	5528	22451	5
2024.07.18	13:26:00	128900	128955	128890	128950	9440	36043	5
2024.07.18	13:27:00	128955	128960	128915	128935	6652	25058	5
2024.07.18	13:28:00	128935	128940	128880	128895	5919	23797	5
2024.07.18	13:29:00	128895	128945	128890	128940	4580	18037	5
2024.07.18	13:30:00	128940	128945	128905	128915	4865	15831	5
2024.07.18	13:31:00	128915	128950	128900	128935	4323	16391	5
2024.07.18	13:32:00	128930	128960	128920	128955	5683	16664	5
2024.07.18	13:33:00	128955	128960	128930	128935	3300	10233	5
2024.07.18	13:34:00	128935	128960	128925	128955	3256	10498	5
2024.07.18	13:35:00	128950	128955	128930	128935	2888	8487	5
2024.07.18	13:36:00	128930	128955	128930	128940	2922	9337	5
2024.07.18	13:37:00	128945	128980	128930	128935	7401	31406	5
2024.07.18	13:38:00	128940	128965	128935	128960	2414	9116	5
2024.07.18	13:39:00	128965	128975	128950	128960	2813	11816	5
2024.07.18	13:40:00	128955	128960	128905	128940	8356	29928	5
2024.07.18	13:41:00	128940	128975	128930	128975	5217	19852	5
2024.07.18	13:42:00	128975	128975	128945	128970	3242	11594	5
2024.07.18	13:43:00	128970	129020	128965	129015	13894	49386	5
2024.07.18	13:44:00	129015	129030	129000	129015	5870	22566	5
2024.07.18	13:45:00	129020	129020	128955	128990	8272	34227	5
2024.07.18	13:46:00	128990	128990	128955	128985	6161	22543	5
2024.07.18	13:47:00	128985	128995	128930	128945	6794	29615	5
2024.07.18	13:48:00	128940	128960	128925	128935	4532	16225	5
2024.07.18	13:49:00	128940	128940	128870	128900	11573	47163	5
2024.07.18	13:50:00	128900	128945	128890	128940	7749	30729	5
2024.07.18	13:51:00	128935	128950	128910	128935	5370	18995	5
2024.07.18	13:52:00	128940	128950	128925	128945	2892	11553	5
2024.07.18	13:53:00	128940	128950	128905	128910	3818	17483	5
2024.07.18	13:54:00	128910	128925	128885	128920	5758	23350	5
2024.07.18	13:55:00	128920	128950	128915	128945	4142	16221	5
2024.07.18	13:56:00	128945	128985	128935	128980	6969	25759	5
2024.07.18	13:57:00	128980	128990	128940	128955	4715	19419	5
2024.07.18	13:58:00	128960	129005	128935	128980	6511	25897	5
2024.07.18	13:59:00	128980	128990	128955	128960	2241	9166	5
2024.07.18	14:00:00	128965	128965	128920	128925	5033	18824	5
2024.07.18	14:01:00	128925	128965	128910	128965	4972	18777	5
2024.07.18	14:02:00	128965	128965	128915	128940	3514	12076	5
2024.07.18	14:03:00	128935	128945	128900	128940	4795	16917	5
2024.07.18	14:04:00	128935	128960	128910	128915	3513	12138	5
2024.07.18	14:05:00	128920	128925	128875	128925	8704	34096	5
2024.07.18	14:06:00	128920	128925	128885	128895	3359	12081	5
2024.07.18	14:07:00	128895	128900	128830	128850	15385	63803	5
2024.07.18	14:08:00	128850	128855	128765	128770	17903	81674	5
2024.07.18	14:09:00	128775	128780	128735	128775	15255	68344	5
2024.07.18	14:10:00	128775	128790	128745	128765	8660	32922	5
2024.07.18	14:11:00	128765	128820	128760	128815	9612	38253	5
2024.07.18	14:12:00	128815	128840	128795	128835	6526	24894	5
2024.07.18	14:13:00	128835	128835	128780	128790	4299	16498	5
2024.07.18	14:14:00	128790	128815	128765	128805	5715	22894	5
2024.07.18	14:15:00	128810	128840	128790	128835	5676	19683	5
2024.07.18	14:16:00	128840	128840	128800	128825	3411	11928	5
2024.07.18	14:17:00	128825	128845	128815	128845	4030	13727	5
2024.07.18	14:18:00	128845	128845	128765	128790	6590	25899	5
2024.07.18	14:19:00	128790	128810	128780	128800	3532	12696	5
2024.07.18	14:20:00	128795	128855	128790	128835	6359	22073	5
2024.07.18	14:21:00	128835	128860	128820	128830	4518	16246	5
2024.07.18	14:22:00	128830	128870	128815	128860	4639	16887	5
2024.07.18	14:23:00	128860	128890	128855	128870	6661	26255	5
2024.07.18	14:24:00	128865	128895	128850	128870	4906	20669	5
2024.07.18	14:25:00	128870	128875	128805	128825	7188	29609	5
2024.07.18	14:26:00	128820	128855	128820	128830	4684	16132	5
2024.07.18	14:27:00	128830	128835	128800	128825	4264	15247	5
2024.07.18	14:28:00	128820	128840	128820	128835	2337	7211	5
2024.07.18	14:29:00	128830	128845	128810	128840	2737	8916	5
2024.07.18	14:30:00	128835	128855	128815	128830	3596	12038	5
2024.07.18	14:31:00	128835	128855	128820	128835	2405	7578	5
2024.07.18	14:32:00	128835	128835	128800	128810	3086	11440	5
2024.07.18	14:33:00	128810	128840	128805	128825	3620	11141	5
2024.07.18	14:34:00	128830	128845	128815	128835	2199	6971	5
2024.07.18	14:35:00	128840	128865	128830	128830	4088	16326	5
2024.07.18	14:36:00	128830	128835	128790	128805	6417	26154	5
2024.07.18	14:37:00	128805	128815	128785	128810	3493	12586	5
2024.07.18	14:38:00	128815	128835	128790	128830	3360	10586	5
2024.07.18	14:39:00	128830	128860	128820	128850	3600	14008	5
2024.07.18	14:40:00	128845	128860	128820	128830	3078	10277	5
2024.07.18	14:41:00	128835	128885	128835	128885	6353	23534	5
2024.07.18	14:42:00	128885	128885	128840	128845	3940	14891	5
2024.07.18	14:43:00	128850	128850	128805	128810	4794	19885	5
2024.07.18	14:44:00	128810	128840	128805	128830	3459	13547	5
2024.07.18	14:45:00	128830	128865	128815	128850	4311	14280	5
2024.07.18	14:46:00	128850	128870	128825	128855	4365	12313	5
2024.07.18	14:47:00	128850	128895	128845	128890	6601	24426	5
2024.07.18	14:48:00	128885	128895	128860	128870	2939	10363	5
2024.07.18	14:49:00	128870	128875	128840	128870	3858	15202	5
2024.07.18	14:50:00	128865	128885	128845	128885	3296	14542	5
2024.07.18	14:51:00	128880	128885	128835	128835	3333	12948	5
2024.07.18	14:52:00	128840	128870	128835	128855	2857	10314	5
2024.07.18	14:53:00	128855	128895	128855	128880	3535	12987	5
2024.07.18	14:54:00	128880	128885	128845	128845	2468	8028	5
2024.07.18	14:55:00	128845	128850	128790	128800	8623	39071	5
2024.07.18	14:56:00	128800	128825	128795	128825	3504	13488	5
2024.07.18	14:57:00	128820	128830	128800	128820	2629	9483	5
2024.07.18	14:58:00	128815	128830	128810	128825	2336	8831	5
2024.07.18	14:59:00	128825	128845	128810	128840	3920	15171	5
2024.07.18	15:00:00	128840	128850	128795	128830	6523	26687	5
2024.07.18	15:01:00	128830	128830	128770	128790	9616	39827	5
2024.07.18	15:02:00	128785	128810	128660	128670	19734	81649	5
2024.07.18	15:03:00	128670	128680	128625	128670	19966	85627	5
2024.07.18	15:04:00	128670	128675	128600	128605	14990	63596	5
2024.07.18	15:05:00	128610	128650	128560	128580	17347	71775	5
2024.07.18	15:06:00	128580	128640	128570	128640	10869	41455	5
2024.07.18	15:07:00	128640	128650	128625	128630	7475	31673	5
2024.07.18	15:08:00	128635	128655	128600	128645	7583	28079	5
2024.07.18	15:09:00	128645	128660	128605	128655	5771	21989	5
2024.07.18	15:10:00	128650	128660	128530	128540	17954	80359	5
2024.07.18	15:11:00	128540	128565	128525	128555	8670	36811	5
2024.07.18	15:12:00	128560	128575	128520	128545	9586	39073	5
